comment,context
우리 세계일주하게 이동권 교통권 보장해주세요,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '나보다 잘다니는데']"
저정도면 몸이 장애가 아닌거같은데...;;;;,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '개잘돌아다녀 ㅋㅋㅋㅋ']"
국위선양하면 뭐하냐고 ㅋㅋ저런애들이 국위 나락가개만드는데,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '에라이']"
착하네 ㄹㅇ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '크 그래도 장애인이라고 주먹은 안 나갔네']"
이동권이 누군데 이동권을 위해 프랑스까지 가서 시위하나요 ㅠㅠ,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '길로틴 안함??']"
불란서새끼들 시위 ㄹㅇ 화끈한데 병신들이 저리설치면 경찰들도 ㄹㅇ 웃길듯,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '개부럽다 간김에 관광 다 갈기고 맛있는거먹고 저러고 있겠네']"
낭만주의 외젠 들라크루아 ㄷ ㄷ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '어후 부끄럽다']"
근데 저 나라는 심심하면 시위 하는 나라라 그런지 통제도 강렬하네,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '정상인보다 장애인이 더 자유롭게 쏘다니는데 더 지원해줄필요 있나? 그냥 점자 블럭이랑 엘베만 더 키우고 추가로 지원해줄 필요는 없어보이는데']"
왜 프랑스가서 저런다냐..,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '카메라멘 병신 새끼 아프지도 않으면서 아아악 이ㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엄살은 ㅋㅋㅋㅋㅋㅋㅋ']"
나라망신 남의나라가서 뭐하는거임,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '석열아 보고 있냐? 불법 시위는 저렇게 다뤄야 하는 거야']"
거기 좋네 살아라,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '나도 못가본 일본 프랑스 맘껏 다니는구나 ㅋㅋㅋㅋㅋ']"
잘 이동하고 있네,"['이시각 루브르박물관 앞 전장연ㅋㅋㅋㅋㅋㅋ', '이동권 보장을 요구하며 루브르박물관에 드러누움ㅋㅋㅋㅋ 시발 난 용인 민속촌 박물관도 못가는데', '저기는 나도 안가봤는데 ㅋㅋ']"
저기까지 갔다고?,"['[속보] 패럴림픽 전장연 특사단, 루브르박물관서 기습 시위', '', '부럽다 나도 못가본곳을 이동권 존나 좋네']"
존나 잘돌아댕기네 ㄹㅇ 파리 한번도 못가봤는데 씨밯ㅋㅋㅋㅋ,"['[속보]특사단(전장연), 루브르박물관서 기습 시위 특사단원 10명 박물관 내 고립', 'https:naver.mex0UzZygB 저런게 특사임? 어메이징 코리아네', '와 이건 ㄹㅇ 나라망신인데']"
그르지마.... 노르웨이 사람들 알아주지도 않아,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '저걸 노르웨이에서 왜 하는거 근데?']"
고등어랑 전장연 바꾸자 아유 우리가 너무 손해본다,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '올때 고등어나 좀 사온나']"
저거 누가 지원해주는지 세금 지원금 싹다 밝혀야 됨. 정치적으로 지원 안해주면 저렇게 못가지,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '난 유럽 가본적도 없는데 ㅠ']"
빤짝빤짝 🤡,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '아 오타났는데 수정안되네']"
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '이미 서울 1호선에서 했었다가 참교육 당함ㅋㅋ https://www.fmkorea.com/best/5326150221']"
ㅋㅋ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '개소리할때마다 알빠노 누칼협 시전해주자']"
이따 부산사람들 화끈하네 좋다,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '코앞에서 확성기 쓰는게 ㅈㄴ 웃기네 ㅋㅋㅋㅋ']"
부산 여행 첨 갔을 때 생각나네ㅋㅋㅋ 어렸을때라 더 무서웠지ㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', 'ㅋㅋ 그리고 스윗한 할배님 할매님들 동네마다 계심 젊은사람은 다리안아프나 요 앉으소!! 하시는분 ㅎㅎ 임산부석에 누가 앉으면 배는 나왔는데 애는 있냐고 팩트있게 꼽주는 어르신들 ㅋㅋ']"
영상보고싶네 ㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '대 상 도']"
"마지막으로, ""죄 없는 시민들은 정말 죄가 없습니까?""라는 질문은 마치 화재 현장에서 다른 이들을 구하기 위해 방화를 저지른 사람의 변명처럼 들립니다. ""나는 결국 선을 위해 싸운 것이다. 그러니 나의 행동을 비난하지 말라""는 이 말은, 그 불이 누군가의 집을 태웠다는 사실을 망각하게 만드는 강력한 자기합리화입니다. 전장연의 활동은 마치 세상을 바꾸기 위해 자신들만의 방식을 고집하는 예술가와도 같습니다. 이 예술가는 아름다운 조각품을 만들기 위해 주변의 모든 것을 파괴하지만, 그 결과물을 감상할 사람들은 이미 그곳에 없다는 사실을 간과하고 있습니다. 이처럼 그들의 투쟁이 성공을 거둔다 해도, 그 과정에서 잃어버린 것들이 무엇인지 다시 한 번 생각해 볼 필요가 있지 않을까요?","['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '그들의 투쟁 방식은 마치 바다 위에서 모두를 위한 배를 만들겠다고 하면서도, 그 배를 짓는 과정에서 다른 사람들의 배를 부수는 것과도 같습니다. 비록 그 배가 완성되면 모두가 탈 수 있는 훌륭한 배가 될지 모르지만, 그동안 조각배에서 간신히 버티던 사람들에게는 그 과정이 얼마나 고통스러웠을까요? 전장연은 또한, 자신들이 이룬 성과를 모두를 위한 것으로 포장합니다. 그들의 주장에 따르면, 시민들은 그 덕분에 지하철 승강기와 저상버스를 이용할 수 있게 되었다고 합니다. 그러나 이 말은 마치 집 앞에 길을 닦기 위해 온 동네를 뒤집어 놓고는, 그래도 이제 다 같이 편하지 않느냐라고 자랑하는 공사 인부와도 같습니다. 그 과정에서 발생한 소음, 먼지, 그리고 불편함은 전혀 문제가 되지 않는다는 듯이 말이죠.']"
가져와도 한걸레 가져오네 ㅋㅋㅋㅋㅋㅋ,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '소감 동정의 기반으로 행동하면서 마치 자신이 쟁취한 듯 이야기하는 사람 남들이 불편한건 안다 하지만 나의 성과를 위해 너희들은 그걸 감수해라 라는 선민의식 또는 이기주의를 보임 더욱이 같은 돈을 냈으니 비 장애인과 같은 서비스를 받아야 한다가 아닌 단돈 1원하나 내지 않고 모든 비용은 국가 또는 기업 부담하고 서비스 받는 것이 장애인 인권 상승이라는 논리로 보임 글쓴이는 이 모습에 마치 장애 보험들듯이 내가 장애인 될 수 있으니 전장연이 옳다 라고 주장, 더 나아가 장애인의 존재는 사회에서 장애가 없는 사람이 짊고 가야하는 의무로 생각함 이건 니들도 늙어봐라 내가 젊어서 나라에 바친게 얼마인데 라고 하는 태극기부대와 별 차이점을 못 느끼겠음  또한 장애가 없는 사람들의 시간과 불편을 인질로 삼는 것을 수단으로 삼아 장애인 인권상승이라는 결과를 바란 다는 건데 이게 테러리즘을 기반으로 하는 극단주의자들 행동과 차이점을 못 느낌']"
왜 할 수 없지? 난 장애인권이 올라가면 내 인권도 올라간다 생각함. 그래서 내 인권을 위해서 이정도 투자도못해?,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '이쯤이면 진짜 그쪽에서 돈받고 댓글다는거아님? 평범한사람이 이렇게할수가없을꺼같은데 ㅋㅋㅋㅋㅋ']"
