comment,context
관광다니누 ㅋㅋㅋ,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '장애인 이동권 좋네']"
노벨상이 개나소나 주는건줄 아나 ㅋㅋ,"['속보)전장연 노르웨이 간 이유.jpg', '전장연을 노벨평화상 후보로 추천 노벨평화상 시상식은 노르웨이 오슬로에 있음 노벨평화상(12월10일 수상 발표) 내놔']"
남미에도 수출 해봐 무슨 꼬라지 당하나 보자ㅋㅋ,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '아니 북유럽 가서 한 목적이 뭔데?']"
와 대한민국 국민 몇퍼센트가 노르웨이 가봤을까 ㅋㅋㅋㅋ 국민들보다 훨씬 존나 잘 다니네 장애인들이,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '아니 시발 뭐함?']"
가세연 할배들이 슈가 음주 스쿠터는 개새끼인데 김세의 음주운전은 어쩌구실드치는거나 행보자체는 비슷한데 피프티는 욕하지만 뉴진스는 빠는거랑 비슷함 걍 자기 감정대로 뇌속에서 합리화함. ㅋ,"['전장연 앞 가로막은 경찰', '박경석 전장연 대표가 13일 오전 서울역에서 추석 귀성인사를 온 한동훈 국민의힘 대표와 면담을 요구하며 포체투지를 하고 있다. 전장연은 장애인권리 입법을 촉구하기 위해 한동훈 대표와 면담을 요구했으나 만나지는 못했다. 이 사람들 파리에 있던거 아니였음??? 존나 날아왔나?? 언제 또 서울역에 침투하셨대 ㄷㄷㄷ 저런 새끼들 때문에 다른 장애인들이 피해보는거라고 난 생각함..', '전장연이 지하철 못가게 했을땐 ‘국민 불편하게 하는게 설득이 되겠냐’ ‘일반 시민을 볼모로 시위를 왜 하냐?’ 라면서 의사들이 진짜 사람 목숨 볼모로 협박하니까 ‘고생하는 전공의들이 왜 그만둔줄 알아야 한다며 어쩌고 저쩌고’']"
저렇게 어그로를 끄는데 관심 안가기도 힘들겠다 뉴스에도 뜰걸,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '관심을 계속 주니 계속 저지랄하는거임 이런글도 안올라오고 그냥 관심 자체를 안주면 안함']"
태어나서 유럽 한번 가본적 없는데;;,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '우나라가 얼마나 살기좋은지 보여주네 ㅋㅋㅋㅋ']"
진짜 징하다 징해 노무현 대통령 시절에도 노무현 앞에서 때 쓰더니 아직까지도 저러고 있네,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '호텔 조식 야무지게 먹고 자 오늘도 해볼까 이러면서 꼬라지 부리는거 아니야? 왜 저러는지 도무지 이유를 모르겠네']"
프랑스 갈거면 불어라도 좀 배우고 가던가 몸이 문제지 머리가 문제는 아닐건데 저기서 한국말로 고소한다고 하는건 결국 한국 사람들 보라고 하는거나 마찬가지지 결국 체급 키워서 국내 돌아와서 입김 강하게 내뿜겠다는 이야기,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '제발 브라질 멕시코 가서도 똑같이 해라']"
개극혐 진짜 인간혐오 생기려 한다 저 집단은,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '프랑스 경찰 형님들 발포 부탁드립니다 제발ㅠㅠ']"
이 기세면 화성도 갈 기세임,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '와 루브르도가고 나보다 더 잘 움직이네']"
진짜 레알.. 나도 해외 나간건 회사에서 워크샵으로 오사카 딱한번 가봤음 ㅜㅜ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '저거 파리올림픽인가 페럼림픽? 보내달라고 후원했는데 후원금 다참 티켓에 숙소에 식비 등등 다 후원금으로 저래서 동물,환경,인권 이런 무슨무슨 단체들이 언론에 나오려고 각만 보이면 ㅈㄹㅈㄹ하는거']"
한국으로 다시 오지마 거기서 낙오해 거기서 뒈져,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '여권 효력정지 시키자']"
루브르에서 시위가 자주 일어나나? ㅋㅋ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '근데 저기까지가서 왜 저럼? 한국이 우리 무시해요 혼내주세요 이런거야?']"
pc에 익숙한듯 ㅋㅋㅋ 그나저나 저분들은 못가는대가 없네 ㅋㅋㅋ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '한국이였으면 존나 화내면서 적반하장 하겠지만 저긴 프랑스죠 ~ ㅅㅂ 한국에서 하던거 처럼 하시지 왜 안하실까들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
아니 왜 박물관까지 가서 저러는거임? 진짜 개민폐네,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '저러다 무릎 털며 일어나서 나오겠지?']"
어딜만져!!,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '시발것들 존나 안전한 나라만 골라감 ㅋㅋ']"
느그 이동권 젤 부족한곳은 아프리카 러시아 이런대일텐데 그런대나 좀 가라 븅신들아 어디 관광다니지 말고,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '적어도 내가 장애인을 보는시선은 좆같게 만들어준 새끼들']"
프랑스면.. 쟤들 시위하는거 보고 너 같은 새끼들 한트럭이다 ㅋㅋ 싶었을듯,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '겠냐고ㅋㅋㅋ']"
리네르같은 사람한테 업어치기 뒤지게 당했으면 좋겠네 ㅎ,"['[속보]특사단(전장연), 루브르박물관서 기습 시위 특사단원 10명 박물관 내 고립', 'https:naver.mex0UzZygB 저런게 특사임? 어메이징 코리아네', '이동기 GOAT']"
전장연어 시발 ㅋㅋ,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '그... 이왕이면 베네수엘라 브라질 볼리비아 멕시코 쪽으로 가시는 거 어떱니까']"
사람 막 몰리고 막는 사람도 있어서  정타 많이 안들어감 근,"['전설의 부산 사직야구장 난동 참교육 사건', '포텐에 올라간 전장연 부산 지하철 시위에 쌍욕 퍼붓는 부산시민들 영상보고 이 영상이 생각났음. 부산시민들은 참지 않음... 술 먹고 추태를 부리는 건달? 반달? 2명이 롯데 응원단상에서 난동을 부림                 분노한 부산시민들의 다구리                 이 영상에선 짤렸는데, 저 사건이 마무리 될 즈음에 롯데가 승리하면서 경기가 끝남... 그러자 한 관중이 얼마만에 이겨보노 라고 내뱉는 것도 레전드... 당시 롯데는 꼴데라 불리며 암흑기였다.', '근데 진짜로 때리진 않은듯 찐으로 박살내야겠다는 적의로 다구리 맞음 뼈부러지고 엠뷸에 실려가고 난리났을텐데']"
씹상남자들 ㅋㅋㅋㅋㅋ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '붓싼 진짜 속시원함']"
??? : 누가 죽으래?,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㄹㅇ장애인 싫어짐']"
상경했는데 성격에 따라 다르다 서울 = 대놓고 말은 안하지만 뒤에서 피곤하게 함 경상도 = 걍 대놓고 함,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '일반인끼리도 욕하지 가끔은 그냥 빨리 갔으면 좋겠는데 기사아저씨가 욕한다고 시간 걸리면 짜증남 개쌍욕 듣기도 싫고']"
저런애들한테 돈좀 주지마라 ㅅㅂ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㄹㅇ상남자의도시']"
월요일은 쉰다구,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '경상남도 김해시 상동면 대감리 1045-4']"
아니 아줌마들이 힘으로 미시는 게 존나 쇼킹이네ㅋㅋㅋㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', 'ㅈㄴ 웃기네ㅋㅋㅋㅋㅋ']"
꼴데 경기 막는건 목숨 걸어야할건데ㅋㅋㅋ 낭만의 시대에 조폭들도 꼴리건들한테 다구리당했는데,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '부산은 서울처럼 스윗하게 대해주지 않는다구 ㅋㅋ']"
ㅋㅋ 애초에 00초반이라고 우기고 07설립인거부터 바로 개뽀록나는디 이악물고 모른척하네 ㅋㅋ,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '아, 그러니까 딴 사람은 에이 그건 -겠지 식으로 곁다리일 뿐인걸로 치부하고 어쨋건 결정적인 공로는 무조건적인 전장연의 처절한 시위로 인한 것이다?']"
