comment,context
캬 나보다 잘싸돌아댕기노,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '그러니까 재네들 요구 사항이 그거 아님 돈 내놔 지출 내역은 묻지마 ㅇㅇ?']"
"나도 노르웨이 가본 적 없는데. 부산 가고, 일본 가고, 유럽 가고 즐거워 보인다","['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '이동권이란 추상적인 말로 얼마를 바라는건지....']"
ㅋㅋ 우파정권 운운하는거 개웃기네 쟤네 지하철 처막았을때 반대하던 정치인 집단린치하던건 좌우 안가리고 다했어 ㅋㅋ,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '여기서 노르웨이의 가 본 게이 0.01%나 되려나? 장애인이 최고네']"
가짜광기 경기전에 막음 진짜광기 경기 지고 집가는길 막음,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㄹㅇ멍석말이로도 안끝날듯']"
롯데 진 날 시위하면 인정해야된다 그건 ㅋㅋ 거의 신종자살,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㄹㅇ 이때 가면 진짜광기 인정해줌']"
프랑스 못가본 사람 개추 ㅋㅋ,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '나 사지 멀쩡하고 여행 좋아하는데 유럽 못가봄']"
모금운동함 보내달라고 8천만원 모금했었는데 다 채워졌는지는 모르겠네,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '누구돈으로 프랑스 간거임? 사비로 갔겠지?']"
한국이 개꿀통이라는걸 새삼 느끼겠네ㅋㅋㅋㅋ,"['결국 프랑스 경찰에 붙잡힌 전장연', '결국 프랑스 경찰에 붙잡혀서 화장실도 안보내준다고 프랑스인 앞에서 한국어로 고발한다고 당당히 영상을 촬영하는 전장연 대표 분명 이유가 있을것같은데 추측해보자면 1.페럴림픽 경기장으로 향하는걸 올림픽 봉사 단체가 발견하고 신고하여 경찰이 출동했다 2.걍 무대뽀로 다리에서 시위하다가 프랑스 집시법에 위배되어서 경찰이 대거 출동했다. 아무래도 프랑스가 시위가 많다보니.. 아무튼.....유머는 유머...이러다 진짜 이동권 보장하라면서 전세계 돌아다니며 다른나라 이동권도 훈수두겠네....', '한국에서 아무리 개판쳐도 태클이 안걸리니까 도파민이 안나오나봐.']"
그러니까 씹새끼들 뒷배가 돈썩어나는 휠체어타고다니는 회장님이란소리여? 시발...,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '늙으면 아무리 돈이 많아도 휠체어 탈 수 밖에 없어서 장애인 이동권 관련 단체 후원금 생각보다 잘 들어가는 걸로암 모든 부유층이 전용기에 개인기사 딸린 마이바흐 타는건 아니라고 하더라 그래서 쟤네 저번에 제주도 갈때도 비행기 탈때 장애인 배려 왜 없냐고 엄청 집중해서 글썼습 그게 후원자들이 원하는 거라 ㅋㅋㅋㅋ']"
와 장애인이라고 루브르 전시관 방  하나를 전세내서 보게해주네,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '제발짱깨인척해주세요 ㅠㅠ']"
시위를 빙자한 유럽여행 아니냐 ㅋㅋ 캬 부럽다,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '갸악!! 돈 떠찌 미!!!']"
아깝다 저기서 좀 쳐맞고 왔어야 하는데,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '국내에서도 저렇게 대처해야']"
여행경비 누가대줌???,"['[속보]특사단(전장연), 루브르박물관서 기습 시위 특사단원 10명 박물관 내 고립', 'https:naver.mex0UzZygB 저런게 특사임? 어메이징 코리아네', '이동권이 시발 상위 1퍼아니냐']"
알라의 요술봉 등판 ㅋㅋ,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '아프가니스탄 ㄱㄱ']"
미국 가도 쭈꾸리 됨 ㅋㅋㅋ,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '어 중남미 아프리카 중동 동남아 인도 중국가서 쭈구리돼']"
나도 못가봤는데ㅅㅂ,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '씨발련들아 나도 못가봤다']"
사진찍고 노르웨이 pc언론인터뷰하고 관광지돌고 돌아오는 코스일려나..저기까지가서 저러는 이유가뭐에요  도대체,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '멕시코 이런 중남미 가서 하면 나도 전장연 지지한다']"
노르웨이?? 이동권 참 좋네 ㅆㅂ,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '전장연 기습시위 오지네ㄷㄷ']"
시위한다고 피해줘서,"['형들 전장연', '왜케 욕먹는거임? 내고향부산에서 개털리던데', 'ㅋㅋ일본까지 가서 했더라 나라망신까지 달달함']"
솔직히 보는건 재밌는데 저런데서 살고 싶진 않긴함 ㅋㅋ 그냥 디씨 보는 느낌임 ㅋㅋ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '그냥 인간 취급안할게 블라함']"
캬 전투력 오졌다,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㅋㅋㅋㅋ']"
병신들이랑은 엮이는거 아님,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '나보다 잘 다니는 새끼들이 이동권은 ㅅㅂㅋㅋ']"
ㅋㅋㅋㅋㅋㅋㅋ,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '으으딜 부산에 가서 행패고 ㅋㅋ']"
장애 등급 하나 올라갈듯,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '롯데 지는날 저러면 진짜 소주병 날라올 수도 있음']"
캬 맵다,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '니그장ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
여윽시 부산아재,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '가고싶은곳 다가시는거같은데']"
경찰이라도 있었으니 망정이지 야구아재들 옛날같았으면 벌써 부산 앞바다에 휠체어 몇개 동동 떴다,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '바다사람들은 건드는거 아닌데 ㅋㅋ']"
https://m.fmkorea.com/best/4909226428 부산이네 ㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', 'ㅇㅇ 그거 부산 맞지? ㅋㅋㅋㅋㅋ']"
롯데경기 ㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '옳게된 도시는 저런거다']"
저게 정상인데 서울이 이상함 국가운송망 억지로 막는데 손도 못뎀 바로 끌어내서 체포해야지,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '근데 진짜 잘 돌아 다닌다']"
님이 말하는건 전장연이 하는 모든 짓거리들은 남에게 민폐를 끼치더라도 그들이 그렇게 싸워온거니 당연한거다 라는 말 밖에 안된다는거임. 너님이 말하는건 결국 전장연이 싸우는 과정은 당연한거고 그 과정에서 발생하는 타인에 대한 민폐 는 일반인들 입장에서 그들이 약자이니 감당해야 하는거다 라는 논리임...대체 왜 그딴 논리를 펼침?,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '그래 그렇게 잘 되기까지 전장연이 싸워온 건데....뭐튼 근데 너 길가다가 장애인들 본 적 있음? 난 지하철에서 장애인들 본 적이 거의 없음. 우리나라 장애인구가 수백만명이라는데도 본 적이 없음 왜 그럴까? 장애인 입장에서 정말 일반인과 동일한 이동권을 눌리고 있을까?']"
너 장애있어? 병명이 뭔데?,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '장애인이 이동하기 쉽다는 생각은....뭐랄까......당사자가 아니니 어떤 느낌인지 알기 어려우니, 쉽게 이야기할 수 없는 거 아니냐...당장 시각장애인 체험, 휠체어 체험 영상같은 거 유튜브에서 봐보던가....']"
포텐 여혐남혐 하는거 진짜 ㅈㄴ 보기싫음 현실에서 개 찌질한새끼들이 꼭 넷상에 숨어서 남혐여혐 하고 자빠진 꼬라지 진짜 ㅋㅋㅋ,"['포텐에서 안산 까는 것도 존나 개오바아니냐', '아니 뭐 손가락 인증이라도 한 것도 아니고 웅앵웅 전장연 후원 뭐 이런걸로 매장시킬 듯 욕하냐 나도 전장연 싫어하는데 전장연 뭔지도 모르고 좋아하는 사람도 있음 크게 잘못한 것도 없는데 너무 오바해서 욕하네', '뭔지도 모르는데 좋아하는게 무죄는 아니잖슴']"
신기한게 여캠은 몸파는거같아서 혐오하면서 창ㄴ 지원은 왜 반대안하지?,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', 'https://www.fmkorea.com/best/6905967314']"
보지에 거미줄 친 년들 주제에 하여간 남한테 관심은 좆나게 많아요 ㅋㅋ,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '이성한테 끌리는 건 당연한 법칙인데 그런 경험이 없으니 ㅋ']"
쟤네들 진짜 벗방보면 이런 세상이 있구나 숨참고 러브다이브 할듯 ㅋㅋ,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '복근 개쩌네;;']"
바디 프로필 보고 팬티만 입은 사진이라는 거는 ㅋㅋㅋ 정신나간년들 ㅉㅉ,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '아마 그산 선수는 저 팬덤 활동량이 부담스러워지는 시기가 올거임 조용히 살기는 글렀음 그 팬덤 하는짓이라곤 넷상에서 여포질 하면서 온동네 돌아다니며 이름 팔면서 똥칠 할건데 컨셉이든 뭐든 잘못잡았음 그냥 조용히 페미하던지 깨시민 하던지 했어야함 드러내는 순간 농도100의 그 팬덤이 물고빨고 활개치는데 나중엔 답도 안나올거임']"
ㄹㅇㅋㅋ,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '별거 아닌거? 별거 아닌거????????????? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 도대체 왜 반대로 얘기하는거임? 여캠 팔로우 vs 공개적 남혐+자영업자 트집잡고 공개처형 이 구도인데 왜? ㅋㅋㅋㅋ씹']"
