comment,context
ㅈㄴ 잘 싸돌아다니네,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '자유에는 책임이 따른다 타인을 배려해야한다는']"
저기까지 간것만 봐도  이동권 보장 쥰내 되는거 아님??,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '시발 나도 못가본 프랑스를']"
병신새끼들.,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '프랑스 전장연인줄 알았는데 K전장연이였네..;;']"
한국이 장애인 인권 후진국이라 지하철 시위해도 사람들이 진의 못 알아먹고 지랄한다 깝치더니 해외가선 더쳐맞네 ㅋㅋㅋㅋ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '왜 해외가서 지랄들이냐 진짜 ; 쪽팔리게']"
입국금지 ㄱㄱ,"['전장연이 루브르박물관 고립된 과정', '들어가서 본격적으로 시위를 위한 셋업 뒤에 아 저거 유명한 그림인데 댓글로 알려주시면 감사 아무튼 부랴부랴 체인도 감고...                 박물관 직원과 관계자들이 오더니 뒤로 가라고 질서 통제 시작                 지나가는 사람도 가까이 못가게 통제 강도 올리기 시작                 전장연을 촬영해야하는 카메라맨도 제지당함 ㅋㅋㅋ 이거 한국이였으면 100% 어딜만지냐 하며 했겠지만 저긴 프랑스 ㅋㅋㅋ                 촬영해야하는데 발동동 굴리던 카메라맨 관계자가 찍지말라며 카메라 제지하다 드랍하니 드디어 돈터치! 결국 구역 통제 ㅋㅋㅋㅋㅋ -나름 특사단(?)을 자처하며 간 프랑스 -가서 홍보를 해야하는데 루브르박물관 통제로 아무것도 못하게된 전장연 -괜히 저기서 날뛰었다간 프랑스 법으로 레볼루숑! 당할수있으니 아무것도 반응 못하는 전장연', '진짜 나라낭신']"
쟤들 한국사람아닌데?!,"['[속보]특사단(전장연), 루브르박물관서 기습 시위 특사단원 10명 박물관 내 고립', 'https:naver.mex0UzZygB 저런게 특사임? 어메이징 코리아네', '링크주소는 네이버인데 바로 언론사로 연결되네']"
전장연 vs 여성단체 다툼 한번 났으면 좋겠다,"['[속보]특사단(전장연), 루브르박물관서 기습 시위 특사단원 10명 박물관 내 고립', 'https:naver.mex0UzZygB 저런게 특사임? 어메이징 코리아네', '국가망신 레전드']"
텐센이랑 파티티랑 엮지 마시죠??,"['안수파티랑 텐센은 휠체어 태우고 전장연 시위하는 곳 보내면 사람들 전장연인 줄 알듯', 'ㅅㅂ련들이 경기는 안 뛰면서 맨날 다치고 지랄이야', '순수 축구를 병신같이 해서 까이는 케이스 주급도 높아서 안타까움도 못받음']"
뭔 돈으로 간거지? ㄷㄷㄷ 세금으로 간건 아니지요?,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '소말리아 가서 원피스 찾기 컨텐츠 ㄱㄱ']"
근데 저 시위는 반 오세훈 시위임 ㅋㅋㅋㅋㅋㅋ 이동권은 사실 허울일뿐 ㅋㅋ,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '머장연 ㅋㅋㅋㅋ (머스크+전장연)']"
독일가지마라 느그들때문에 히틀러정신 부활한다,"['싱글벙글 전장연 근황 ㄷㄷㄷㄷㄷ', '노르웨이 지하철에서도 저러는 중 패럴림픽 일정에 맞춰 독일-프랑스 순회 예정', '와']"
이동권 보장 못받고 있다는 지금도 전국을 누비고 일본에 노르웨이에도 가는데 이동권 보장까지 되면 달이나 화성도 갈듯,"['우리나라 노르웨이에 역대급 수출 성공시킴ㄷㄷ', '전장연 수출함 ㄷㄷ', '왜그러냐 이거는 KPOP홍보해도 모자랄판에']"
바로 앞에 있는데 확성기 조지는것도 개웃김,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', 'ㅋㅋㅋㅋㅋㅋㅋ']"
보장해야하는 이유는?,"['우당탕탕 전장연 부산 1호선 방문기', '??? : 마 병력 더 불러라 이 쉐끼야', '그리고, 저상버스, 혹은 고속버스의 장애인 이동권도 있는데 한국의 경우 장애인이 탑승 가능한 고속버스는 전국 모든 고속버스에서 단 1대 뿐이라고 하더라 반면 미국의 경우 모든 고속버스(물론 일반 대중교통 버스포함)가 장애인 휠체어 탑승이 가능하고 서울에서 동해안(울진 포항등)을 가려거든 철도가 깔려있지 않아서 고속버스 말곤 선택지가 없는데, 일반인은 갈 수 있는 반면에, 장애인-휠체어는 갈 수 있는 방법이 없더라 물론 살면서 서울에서 울진까지 갈 일이 몇번이나 있겠냐만은, 그걸 갈 수 있냐 없냐로 나뉘면 이 이동권은 어떻게 보장하냐임.']"
아아 그 말이구나 내 주변그쪽 지역 출신들은 ㄹㅇ 유지들이라 제철소 생각을 안했음ㅋㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '? 지역유지가아니라 제철소랑 관련 직원들이 개많아서 평균값이 좆되는거 아닌가 포스코 돈 개많이줌']"
2호선에서 보이면 죽소,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '레게 강 같은 평화-부산 바캉스']"
부산에서 가호를 쳐 잡노,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '캅-데']"
몸이 아니라 머리가 장애인 ㅅㄲㄷ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '저 아재 논리가 순간튀어나오는말인데도 지리네. ㅋㅋ']"
누가 죽으랬어? ㅋㅋㅋㅋㅋㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ']"
킹 붓싼ㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '한국이니까 저정도지 해외였으면 총맞았을듯']"
이긴날에 갈수 있나,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', '저날도 높은 확률로 롯데가 졌을텐데']"
아 누가 죽으랬어 ㅋㅋㅋㅋㅋ,"['전장연을 당황하게 만든 부산시민들 ㄷㄷㄷ', 'ㄷㄷㄷ', 'ㅋㅋㅋ부산 빡세누']"
이준석이 나섰을때 주변에서 패던 국회의원들 잊지 않는다,"['곧 프랑스 갈 준비하는 전장연 근황', '역시 6배의 요금을 강요 받았다고 시위 start 이전에 한번 국내여행 제주도 가는데 파리 여행 가는 요금내야한다고 뉴스 나온적이 있는데 와상장애인 즉 누워서 지내는 장애인들이 여행갈려면 1인당 6개를 사야 한다 이런 구조 같음 이건 지금도 변함이 없는 모양 그러니까 프랑스 가는 대한항공 좌석 6개를 앞뒤 다 사서 와상장애인들이 누워서 간다 이렇게 보면 될듯? 가뜩이나 뭐 프랑스 가서 한국 장애인 대우에 부당함을 알리겠다고 가시는분들인데 뭐 와상장애인 7명 도우미 7명 이런식으로 잡는다해도 좌석 1개당 왕복 낮게 잡아도 90만원이면 6개면 540만원*7 = 3700만원꼴 뭐 얼마나 와상장애인들을 데려갈지 모르겠다만 편성된금액이면 가기로 한 인원 반으로 축소해야할판.... 자 그럼 이번 전장연이 이동권에 이은 기내이동권 보장 내용을 한번 보면 무료를 참 많이 요구했네.....근데 좌석간 거리 넓은 좌석 무료제공 저거 설마 1등석...... 아무튼 그 전장연은 대한항공을 반드시 장애인을 차별하는 항공사로 처벌할것이다 공헌 참고로 와상장애인만 이렇지 유튜브로 조금만 찾아보면 이동이 좀 되는 장애인들은 다 혜택 받고 잘...크흠 혹시 전문 보길 원하는 펨붕이들 있을까봐 링크도 같이 걸어둠 https:sadd.or.krdata?bmode=view&idx=63787791&back_url&t=board&page=1&fbclid=IwY2xjawEiquZleHRuA2FlbQIxMAABHcX-8AGub-J0bkev5lJ1YjNR7ncBkcunJ2sPgOgjk1zVIgeukHyLS52oBA_aem_ouT2WKUaGGQfCyhzgg584g', '진짜 존나 잘 돌아다니는데 이동권은 뭔...']"
쟤네가 왜 벗방임 미친년들인가 ㅋㅋㅋ,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '바프=씨케이빤쓰 국룰인디']"
씨발년들 팬티만 입은 사진 ㅋㅋㅋ 존나 그냥 바프 같은데 좋아요 누른거가지고 일부러 자극적이게 보이게하려고 '팬티만 입은 사진' ㅋㅋㅋㅋㅋ 얕은 수 다보인다 개같은 년이,"['QWER 팔로우했다고 김제덕쿵야 욕하기 시작하는 트페미들', '대체 그게 뭔상관인지.. 같은선수(안산)\xa0 별것도아닌일로 괴롭힘 당한다고하는 사람도있음 이전 페미관련된것들도 그렇고 전장연관련 발언도있고 매국노사건도 자기가 잘못해서 가게사장들한테 피해입히고 자기가 도게자박은게 왜 별것도아닌일인지..', '제덕이 qwer 좋아하는구나 ㅋㅋ']"
5시까지 김포공항 도착 ㄱㄱ,"['골드라인 사진보니깐 전장연 시위하면 나타나는 현상이던데', '아 조떄따']"
https://www.ksdaily.co.kr/news/articleView.html?idxno=91597,"['폭망했다는 전장연 파리 모금 근황.jpg', '모금 30% 밖에 안되서 폭망했다던 전장연 파리 모금 오늘 8천 3백만원 모금 개같이 성공ㅋㅋㅋ 대단하다 여러 의미로', '그 활쏘는 페미 걔도 후원금 보냈겠지']"
눈뽕으로 시각 장애까지 만들어버릴듯 ㅎㄷㄷ,"['이시각 전장연 최신근황', '-인천공항에서 1박2일 농성중 -근데 오늘 올림픽 선수단들 오전에 출국예정이였나봄 -원래 앞에서 휠체어로 농성중이였는데 갑자기 페이즈2로 진입 -갑자기 휠체어 다 거두더니 각개전투 포지션으로 진입시도하다 경찰들이 방패 세움 -근데 대표 발언이 좀 이상한게 올림픽과 페럴림픽이 장애인권리를 막고 있다라는 발언함. ....뭐지 대체... 아무래도 프랑스 갈려고했는데 모금이 뜻대로 안되서 작전 바꾼 모양', '뭐먹다 뿜었네ㅋㅋㅋㅋㅋ']"
전장연 vs 변우석 가슴이 웅장해진다,"['이시각 전장연 최신근황', '-인천공항에서 1박2일 농성중 -근데 오늘 올림픽 선수단들 오전에 출국예정이였나봄 -원래 앞에서 휠체어로 농성중이였는데 갑자기 페이즈2로 진입 -갑자기 휠체어 다 거두더니 각개전투 포지션으로 진입시도하다 경찰들이 방패 세움 -근데 대표 발언이 좀 이상한게 올림픽과 페럴림픽이 장애인권리를 막고 있다라는 발언함. ....뭐지 대체... 아무래도 프랑스 갈려고했는데 모금이 뜻대로 안되서 작전 바꾼 모양', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ바로 문밖으로 쫒겨남']"
나도 공항가고싶다..,"['이시각 전장연 최신근황', '-인천공항에서 1박2일 농성중 -근데 오늘 올림픽 선수단들 오전에 출국예정이였나봄 -원래 앞에서 휠체어로 농성중이였는데 갑자기 페이즈2로 진입 -갑자기 휠체어 다 거두더니 각개전투 포지션으로 진입시도하다 경찰들이 방패 세움 -근데 대표 발언이 좀 이상한게 올림픽과 페럴림픽이 장애인권리를 막고 있다라는 발언함. ....뭐지 대체... 아무래도 프랑스 갈려고했는데 모금이 뜻대로 안되서 작전 바꾼 모양', '근데 이것들도 공항에서 게이트 막고 여권검사는 안하는데 새삼 그 경호원들이 벌인 짓거리가 대단하게 느껴지네 ㅋㅋㅋㅋㅋㅋㅋ']"
뇌가 더 문제있는 병신새끼들,"['이시각 전장연 최신근황', '-인천공항에서 1박2일 농성중 -근데 오늘 올림픽 선수단들 오전에 출국예정이였나봄 -원래 앞에서 휠체어로 농성중이였는데 갑자기 페이즈2로 진입 -갑자기 휠체어 다 거두더니 각개전투 포지션으로 진입시도하다 경찰들이 방패 세움 -근데 대표 발언이 좀 이상한게 올림픽과 페럴림픽이 장애인권리를 막고 있다라는 발언함. ....뭐지 대체... 아무래도 프랑스 갈려고했는데 모금이 뜻대로 안되서 작전 바꾼 모양', '저 병신들 때문에 장애인이 이동하기 좋다는 이야기가 계속 쳐나오네 ㅋㅋㅋㅋ 일하는 장애인들 자가용 없으면 회사에 강제로 1~2시간 기다리거나 택시 타야하는데 ㅋㅋㅋㅋ']"
